transaction_id,date,customer_id,product_category,quantity,price_per_unit,sales,avg_item_value,is_high_value_transaction,is_bulk_purchase
418,2023-08-05,CUST418,Electronics,2,500,1000,500.0,0,0
419,2023-05-22,CUST419,Clothing,3,30,90,30.0,0,0
420,2023-01-23,CUST420,Clothing,4,500,2000,500.0,1,0
421,2023-01-02,CUST421,Clothing,3,500,1500,500.0,1,0
422,2023-06-20,CUST422,Clothing,3,30,90,30.0,0,0
423,2023-03-08,CUST423,Clothing,1,25,25,25.0,0,0
424,2023-11-23,CUST424,Beauty,4,300,1200,300.0,1,0
425,2023-05-15,CUST425,Electronics,4,30,120,30.0,0,0
426,2023-03-24,CUST426,Electronics,3,50,150,50.0,0,0
427,2023-08-15,CUST427,Electronics,1,25,25,25.0,0,0
428,2023-10-10,CUST428,Electronics,4,50,200,50.0,0,0
429,2023-12-28,CUST429,Electronics,2,25,50,25.0,0,0
430,2023-08-07,CUST430,Electronics,3,300,900,300.0,0,0
431,2023-10-15,CUST431,Electronics,4,300,1200,300.0,1,0
432,2023-01-05,CUST432,Electronics,2,500,1000,500.0,0,0
433,2023-02-27,CUST433,Beauty,4,50,200,50.0,0,0
434,2023-02-08,CUST434,Electronics,2,25,50,25.0,0,0
435,2023-12-20,CUST435,Beauty,3,300,900,300.0,0,0
436,2023-03-18,CUST436,Clothing,4,30,120,30.0,0,0
437,2023-10-07,CUST437,Electronics,4,300,1200,300.0,1,0
438,2023-01-19,CUST438,Clothing,1,30,30,30.0,0,0
439,2023-07-09,CUST439,Clothing,3,25,75,25.0,0,0
440,2023-10-26,CUST440,Clothing,2,300,600,300.0,0,0
441,2023-10-10,CUST441,Beauty,4,300,1200,300.0,1,0
442,2023-03-17,CUST442,Clothing,4,25,100,25.0,0,0
443,2023-08-09,CUST443,Clothing,2,300,600,300.0,0,0
444,2023-03-07,CUST444,Clothing,3,30,90,30.0,0,0
445,2023-01-22,CUST445,Electronics,1,300,300,300.0,0,0
446,2023-06-07,CUST446,Electronics,1,50,50,50.0,0,0
447,2023-07-06,CUST447,Beauty,4,500,2000,500.0,1,0
448,2023-01-21,CUST448,Beauty,2,30,60,30.0,0,0
449,2023-07-03,CUST449,Electronics,4,50,200,50.0,0,0
450,2023-04-18,CUST450,Beauty,2,25,50,25.0,0,0
451,2023-12-16,CUST451,Electronics,1,30,30,30.0,0,0
452,2023-05-08,CUST452,Clothing,3,500,1500,500.0,1,0
453,2023-12-08,CUST453,Clothing,2,500,1000,500.0,0,0
454,2023-02-22,CUST454,Beauty,1,25,25,25.0,0,0
455,2023-07-01,CUST455,Electronics,4,25,100,25.0,0,0
456,2023-10-14,CUST456,Electronics,2,30,60,30.0,0,0
457,2023-07-28,CUST457,Beauty,3,300,900,300.0,0,0
458,2023-11-14,CUST458,Electronics,4,25,100,25.0,0,0
459,2023-03-21,CUST459,Clothing,4,300,1200,300.0,1,0
460,2023-05-02,CUST460,Beauty,1,50,50,50.0,0,0
461,2023-03-25,CUST461,Beauty,2,500,1000,500.0,0,0
462,2023-04-01,CUST462,Electronics,4,300,1200,300.0,1,0
463,2023-07-31,CUST463,Beauty,3,500,1500,500.0,1,0
464,2023-01-13,CUST464,Electronics,2,300,600,300.0,0,0
465,2023-04-02,CUST465,Electronics,3,50,150,50.0,0,0
466,2023-06-20,CUST466,Electronics,4,25,100,25.0,0,0
467,2023-07-30,CUST467,Electronics,3,50,150,50.0,0,0
468,2023-12-09,CUST468,Electronics,1,25,25,25.0,0,0
469,2023-05-08,CUST469,Beauty,3,25,75,25.0,0,0
470,2023-05-17,CUST470,Clothing,2,500,1000,500.0,0,0
471,2023-03-23,CUST471,Clothing,3,50,150,50.0,0,0
472,2023-12-26,CUST472,Beauty,3,300,900,300.0,0,0
473,2023-02-25,CUST473,Beauty,1,50,50,50.0,0,0
474,2023-07-15,CUST474,Clothing,3,500,1500,500.0,1,0
475,2023-01-20,CUST475,Clothing,3,25,75,25.0,0,0
476,2023-08-29,CUST476,Clothing,4,500,2000,500.0,1,0
477,2023-04-24,CUST477,Clothing,4,30,120,30.0,0,0
478,2023-04-13,CUST478,Clothing,2,30,60,30.0,0,0
479,2023-08-24,CUST479,Electronics,4,300,1200,300.0,1,0
480,2023-06-29,CUST480,Beauty,4,500,2000,500.0,1,0
481,2023-06-06,CUST481,Electronics,4,300,1200,300.0,1,0
482,2023-04-27,CUST482,Clothing,4,300,1200,300.0,1,0
483,2023-04-25,CUST483,Clothing,1,30,30,30.0,0,0
484,2023-01-13,CUST484,Clothing,4,300,1200,300.0,1,0
485,2023-12-04,CUST485,Electronics,1,30,30,30.0,0,0
486,2023-04-09,CUST486,Electronics,1,25,25,25.0,0,0
487,2023-07-24,CUST487,Clothing,4,500,2000,500.0,1,0
488,2023-06-18,CUST488,Electronics,3,300,900,300.0,0,0
489,2023-05-23,CUST489,Electronics,1,30,30,30.0,0,0
490,2023-02-05,CUST490,Clothing,3,50,150,50.0,0,0
491,2023-05-23,CUST491,Electronics,3,300,900,300.0,0,0
492,2023-06-29,CUST492,Beauty,4,25,100,25.0,0,0
493,2023-11-25,CUST493,Beauty,2,25,50,25.0,0,0
494,2023-09-18,CUST494,Beauty,4,50,200,50.0,0,0
495,2023-07-24,CUST495,Beauty,2,30,60,30.0,0,0
496,2023-12-14,CUST496,Clothing,2,300,600,300.0,0,0
497,2023-10-02,CUST497,Clothing,4,30,120,30.0,0,0
498,2023-06-19,CUST498,Clothing,4,25,100,25.0,0,0
499,2023-01-15,CUST499,Beauty,2,30,60,30.0,0,0
500,2023-03-01,CUST500,Beauty,4,25,100,25.0,0,0
501,2023-05-14,CUST501,Electronics,2,30,60,30.0,0,0
502,2023-04-02,CUST502,Electronics,3,50,150,50.0,0,0
503,2023-10-25,CUST503,Beauty,4,500,2000,500.0,1,0
504,2023-05-16,CUST504,Beauty,3,50,150,50.0,0,0
505,2023-01-20,CUST505,Beauty,1,50,50,50.0,0,0
506,2023-02-25,CUST506,Beauty,3,500,1500,500.0,1,0
507,2023-11-02,CUST507,Electronics,3,500,1500,500.0,1,0
508,2023-08-11,CUST508,Beauty,2,300,600,300.0,0,0
509,2023-06-26,CUST509,Electronics,3,300,900,300.0,0,0
510,2023-06-10,CUST510,Beauty,4,50,200,50.0,0,0
511,2023-08-12,CUST511,Beauty,2,50,100,50.0,0,0
512,2023-11-07,CUST512,Beauty,1,25,25,25.0,0,0
513,2023-09-19,CUST513,Electronics,4,25,100,25.0,0,0
514,2023-03-01,CUST514,Electronics,1,300,300,300.0,0,0
515,2023-07-17,CUST515,Clothing,3,300,900,300.0,0,0
516,2023-10-23,CUST516,Beauty,4,25,100,25.0,0,0
517,2023-04-08,CUST517,Clothing,4,25,100,25.0,0,0
518,2023-05-11,CUST518,Clothing,1,30,30,30.0,0,0
519,2023-01-23,CUST519,Electronics,4,30,120,30.0,0,0
520,2023-12-29,CUST520,Electronics,4,25,100,25.0,0,0
521,2023-08-12,CUST521,Clothing,4,30,120,30.0,0,0
522,2023-01-01,CUST522,Beauty,3,500,1500,500.0,1,0
523,2023-09-24,CUST523,Electronics,1,300,300,300.0,0,0
524,2023-10-03,CUST524,Beauty,4,300,1200,300.0,1,0
525,2023-12-18,CUST525,Beauty,2,25,50,25.0,0,0
526,2023-12-10,CUST526,Clothing,2,50,100,50.0,0,0
527,2023-04-11,CUST527,Clothing,2,25,50,25.0,0,0
528,2023-07-06,CUST528,Clothing,2,30,60,30.0,0,0
529,2023-08-09,CUST529,Clothing,3,50,150,50.0,0,0
530,2023-02-05,CUST530,Electronics,4,30,120,30.0,0,0
531,2023-12-07,CUST531,Electronics,1,500,500,500.0,0,0
532,2023-06-19,CUST532,Clothing,4,30,120,30.0,0,0
533,2023-11-16,CUST533,Electronics,3,500,1500,500.0,1,0
534,2023-06-10,CUST534,Clothing,2,500,1000,500.0,0,0
535,2023-12-06,CUST535,Beauty,3,30,90,30.0,0,0
536,2023-03-05,CUST536,Beauty,4,30,120,30.0,0,0
537,2023-06-03,CUST537,Beauty,1,500,500,500.0,0,0
538,2023-09-17,CUST538,Clothing,3,50,150,50.0,0,0
539,2023-06-08,CUST539,Beauty,1,500,500,500.0,0,0
540,2023-12-08,CUST540,Electronics,3,300,900,300.0,0,0
541,2023-07-29,CUST541,Beauty,1,500,500,500.0,0,0
542,2023-06-17,CUST542,Beauty,1,50,50,50.0,0,0
543,2023-07-26,CUST543,Beauty,2,300,600,300.0,0,0
544,2023-12-23,CUST544,Electronics,1,25,25,25.0,0,0
545,2023-06-01,CUST545,Clothing,2,25,50,25.0,0,0
546,2023-10-11,CUST546,Electronics,4,50,200,50.0,0,0
547,2023-03-07,CUST547,Clothing,4,500,2000,500.0,1,0
548,2023-04-09,CUST548,Clothing,2,30,60,30.0,0,0
549,2023-08-04,CUST549,Beauty,2,50,100,50.0,0,0
550,2023-12-07,CUST550,Clothing,3,300,900,300.0,0,0
551,2023-07-14,CUST551,Electronics,3,300,900,300.0,0,0
552,2023-12-13,CUST552,Electronics,3,25,75,25.0,0,0
553,2023-03-31,CUST553,Clothing,4,300,1200,300.0,1,0
554,2023-11-12,CUST554,Beauty,3,50,150,50.0,0,0
555,2023-10-19,CUST555,Beauty,1,300,300,300.0,0,0
556,2023-06-04,CUST556,Electronics,1,50,50,50.0,0,0
557,2023-07-27,CUST557,Beauty,3,30,90,30.0,0,0
558,2023-10-08,CUST558,Clothing,1,25,25,25.0,0,0
559,2023-01-01,CUST559,Clothing,4,300,1200,300.0,1,0
560,2023-06-05,CUST560,Electronics,1,50,50,50.0,0,0
561,2023-05-27,CUST561,Clothing,4,500,2000,500.0,1,0
562,2023-04-18,CUST562,Electronics,2,25,50,25.0,0,0
563,2023-08-09,CUST563,Clothing,2,30,60,30.0,0,0
564,2023-10-24,CUST564,Electronics,2,50,100,50.0,0,0
565,2023-11-07,CUST565,Beauty,2,30,60,30.0,0,0
566,2023-12-02,CUST566,Clothing,1,30,30,30.0,0,0
567,2023-06-14,CUST567,Clothing,3,300,900,300.0,0,0
568,2023-08-27,CUST568,Electronics,1,300,300,300.0,0,0
569,2023-08-15,CUST569,Electronics,4,50,200,50.0,0,0
570,2023-08-15,CUST570,Clothing,1,500,500,500.0,0,0
571,2023-12-12,CUST571,Electronics,1,50,50,50.0,0,0
572,2023-04-20,CUST572,Clothing,4,500,2000,500.0,1,0
573,2023-09-19,CUST573,Beauty,2,30,60,30.0,0,0
574,2023-08-31,CUST574,Electronics,2,25,50,25.0,0,0
575,2023-03-28,CUST575,Clothing,2,50,100,50.0,0,0
576,2023-12-04,CUST576,Beauty,3,50,150,50.0,0,0
577,2023-02-13,CUST577,Beauty,4,500,2000,500.0,1,0
578,2023-05-26,CUST578,Clothing,4,30,120,30.0,0,0
579,2023-09-21,CUST579,Electronics,1,30,30,30.0,0,0
580,2023-12-06,CUST580,Clothing,3,500,1500,500.0,1,0
581,2023-11-21,CUST581,Beauty,2,30,60,30.0,0,0
582,2023-11-14,CUST582,Clothing,3,300,900,300.0,0,0
583,2023-06-21,CUST583,Electronics,4,25,100,25.0,0,0
584,2023-02-17,CUST584,Beauty,4,50,200,50.0,0,0
585,2023-05-01,CUST585,Clothing,1,25,25,25.0,0,0
586,2023-12-11,CUST586,Electronics,1,50,50,50.0,0,0
587,2023-06-08,CUST587,Beauty,4,300,1200,300.0,1,0
588,2023-04-26,CUST588,Electronics,2,30,60,30.0,0,0
589,2023-04-12,CUST589,Beauty,2,500,1000,500.0,0,0
590,2023-03-17,CUST590,Clothing,3,300,900,300.0,0,0
591,2023-01-13,CUST591,Electronics,4,25,100,25.0,0,0
592,2023-01-24,CUST592,Beauty,4,500,2000,500.0,1,0
593,2023-05-06,CUST593,Electronics,2,30,60,30.0,0,0
594,2023-09-01,CUST594,Electronics,2,300,600,300.0,0,0
595,2023-11-09,CUST595,Clothing,4,500,2000,500.0,1,0
596,2023-02-07,CUST596,Electronics,1,300,300,300.0,0,0
597,2023-08-22,CUST597,Beauty,4,300,1200,300.0,1,0
598,2023-08-01,CUST598,Beauty,4,30,120,30.0,0,0
599,2023-11-19,CUST599,Beauty,2,50,100,50.0,0,0
600,2023-10-22,CUST600,Beauty,2,500,1000,500.0,0,0
601,2023-04-10,CUST601,Clothing,1,30,30,30.0,0,0
602,2023-12-23,CUST602,Electronics,1,300,300,300.0,0,0
603,2023-07-16,CUST603,Clothing,3,30,90,30.0,0,0
604,2023-09-11,CUST604,Electronics,4,50,200,50.0,0,0
605,2023-07-24,CUST605,Electronics,2,500,1000,500.0,0,0
606,2023-05-05,CUST606,Electronics,1,50,50,50.0,0,0
607,2023-03-17,CUST607,Clothing,3,25,75,25.0,0,0
608,2023-12-02,CUST608,Electronics,3,500,1500,500.0,1,0
609,2023-12-19,CUST609,Clothing,2,50,100,50.0,0,0
610,2023-01-03,CUST610,Beauty,2,300,600,300.0,0,0
611,2023-02-24,CUST611,Beauty,3,500,1500,500.0,1,0
612,2023-08-06,CUST612,Electronics,1,500,500,500.0,0,0
613,2023-04-23,CUST613,Clothing,3,30,90,30.0,0,0
614,2023-04-01,CUST614,Beauty,4,300,1200,300.0,1,0
615,2023-12-23,CUST615,Clothing,4,25,100,25.0,0,0
616,2023-09-23,CUST616,Clothing,2,50,100,50.0,0,0
617,2023-08-26,CUST617,Electronics,1,30,30,30.0,0,0
618,2023-01-26,CUST618,Beauty,1,50,50,50.0,0,0
619,2023-10-13,CUST619,Electronics,4,25,100,25.0,0,0
620,2023-05-08,CUST620,Electronics,3,25,75,25.0,0,0
621,2023-03-04,CUST621,Beauty,2,500,1000,500.0,0,0
622,2023-08-22,CUST622,Beauty,3,25,75,25.0,0,0
623,2023-03-10,CUST623,Clothing,3,50,150,50.0,0,0
624,2023-08-26,CUST624,Beauty,3,300,900,300.0,0,0
625,2023-12-08,CUST625,Clothing,1,300,300,300.0,0,0
626,2023-09-29,CUST626,Clothing,4,500,2000,500.0,1,0
627,2023-10-14,CUST627,Clothing,1,50,50,50.0,0,0
628,2023-11-01,CUST628,Beauty,4,50,200,50.0,0,0
629,2023-06-12,CUST629,Electronics,2,25,50,25.0,0,0
630,2023-08-15,CUST630,Clothing,2,50,100,50.0,0,0
631,2023-11-10,CUST631,Electronics,3,30,90,30.0,0,0
632,2023-09-16,CUST632,Electronics,4,25,100,25.0,0,0
633,2023-08-07,CUST633,Beauty,4,30,120,30.0,0,0
634,2023-10-08,CUST634,Electronics,4,500,2000,500.0,1,0
635,2023-08-17,CUST635,Electronics,3,300,900,300.0,0,0
636,2023-03-23,CUST636,Beauty,3,500,1500,500.0,1,0
637,2023-09-01,CUST637,Clothing,2,300,600,300.0,0,0
638,2023-08-19,CUST638,Electronics,1,500,500,500.0,0,0
639,2023-05-13,CUST639,Beauty,4,50,200,50.0,0,0
640,2023-05-07,CUST640,Electronics,4,30,120,30.0,0,0
641,2023-11-23,CUST641,Electronics,1,300,300,300.0,0,0
642,2023-05-22,CUST642,Clothing,4,25,100,25.0,0,0
643,2023-09-24,CUST643,Electronics,3,30,90,30.0,0,0
644,2023-09-06,CUST644,Beauty,3,25,75,25.0,0,0
645,2023-11-17,CUST645,Electronics,4,30,120,30.0,0,0
646,2023-05-03,CUST646,Clothing,3,30,90,30.0,0,0
647,2023-05-21,CUST647,Clothing,3,500,1500,500.0,1,0
648,2023-08-14,CUST648,Beauty,4,300,1200,300.0,1,0
649,2023-02-09,CUST649,Clothing,2,300,600,300.0,0,0
650,2024-01-01,CUST650,Electronics,1,30,30,30.0,0,0
651,2023-05-27,CUST651,Clothing,3,50,150,50.0,0,0
652,2023-05-01,CUST652,Beauty,2,50,100,50.0,0,0
653,2023-05-20,CUST653,Clothing,3,25,75,25.0,0,0
654,2023-06-21,CUST654,Clothing,3,25,75,25.0,0,0
655,2023-06-13,CUST655,Clothing,1,500,500,500.0,0,0
656,2023-10-04,CUST656,Beauty,3,30,90,30.0,0,0
657,2023-02-11,CUST657,Clothing,1,25,25,25.0,0,0
658,2023-03-12,CUST658,Clothing,1,25,25,25.0,0,0
659,2023-03-19,CUST659,Electronics,1,30,30,30.0,0,0
660,2023-04-29,CUST660,Beauty,2,500,1000,500.0,0,0
661,2023-07-16,CUST661,Clothing,4,25,100,25.0,0,0
662,2023-12-22,CUST662,Beauty,2,500,1000,500.0,0,0
663,2023-03-20,CUST663,Clothing,4,300,1200,300.0,1,0
664,2023-12-28,CUST664,Clothing,4,500,2000,500.0,1,0
665,2023-04-20,CUST665,Clothing,1,50,50,50.0,0,0
666,2023-02-02,CUST666,Electronics,3,50,150,50.0,0,0
667,2023-08-01,CUST667,Electronics,1,500,500,500.0,0,0
668,2023-07-28,CUST668,Electronics,3,50,150,50.0,0,0
669,2023-06-19,CUST669,Beauty,4,300,1200,300.0,1,0
670,2023-10-05,CUST670,Beauty,1,30,30,30.0,0,0
671,2023-08-27,CUST671,Electronics,3,50,150,50.0,0,0
672,2023-08-01,CUST672,Beauty,2,50,100,50.0,0,0
673,2023-02-01,CUST673,Clothing,3,500,1500,500.0,1,0
674,2023-04-16,CUST674,Clothing,1,300,300,300.0,0,0
675,2023-08-04,CUST675,Clothing,2,30,60,30.0,0,0
676,2023-07-19,CUST676,Electronics,3,500,1500,500.0,1,0
677,2023-10-27,CUST677,Beauty,3,500,1500,500.0,1,0
678,2023-12-23,CUST678,Electronics,3,300,900,300.0,0,0
679,2023-01-11,CUST679,Beauty,3,30,90,30.0,0,0
680,2023-10-22,CUST680,Clothing,3,300,900,300.0,0,0
681,2023-07-14,CUST681,Electronics,2,30,60,30.0,0,0
682,2023-09-02,CUST682,Beauty,4,300,1200,300.0,1,0
683,2023-01-04,CUST683,Beauty,2,500,1000,500.0,0,0
684,2023-06-30,CUST684,Clothing,2,500,1000,500.0,0,0
685,2023-06-02,CUST685,Electronics,2,25,50,25.0,0,0
686,2023-07-19,CUST686,Electronics,4,50,200,50.0,0,0
687,2023-08-03,CUST687,Electronics,1,300,300,300.0,0,0
688,2023-10-03,CUST688,Clothing,4,25,100,25.0,0,0
689,2023-10-07,CUST689,Electronics,2,50,100,50.0,0,0
690,2023-11-05,CUST690,Clothing,3,300,900,300.0,0,0
691,2023-04-23,CUST691,Clothing,3,30,90,30.0,0,0
692,2023-09-07,CUST692,Clothing,2,50,100,50.0,0,0
693,2023-04-23,CUST693,Beauty,3,500,1500,500.0,1,0
694,2023-05-20,CUST694,Electronics,2,25,50,25.0,0,0
695,2023-08-12,CUST695,Electronics,3,50,150,50.0,0,0
696,2023-09-06,CUST696,Clothing,4,50,200,50.0,0,0
697,2023-01-15,CUST697,Clothing,1,500,500,500.0,0,0
698,2023-07-19,CUST698,Electronics,1,300,300,300.0,0,0
699,2023-06-22,CUST699,Clothing,4,30,120,30.0,0,0
700,2023-12-09,CUST700,Electronics,4,500,2000,500.0,1,0
701,2023-12-14,CUST701,Beauty,2,30,60,30.0,0,0
702,2023-07-27,CUST702,Clothing,2,300,600,300.0,0,0
703,2023-03-26,CUST703,Electronics,2,50,100,50.0,0,0
704,2023-08-28,CUST704,Clothing,3,30,90,30.0,0,0
705,2023-03-07,CUST705,Electronics,2,25,50,25.0,0,0
706,2023-11-15,CUST706,Electronics,4,25,100,25.0,0,0
707,2023-10-01,CUST707,Clothing,1,500,500,500.0,0,0
708,2023-01-14,CUST708,Beauty,3,300,900,300.0,0,0
709,2023-07-21,CUST709,Electronics,2,500,1000,500.0,0,0
710,2023-10-31,CUST710,Electronics,3,500,1500,500.0,1,0
711,2023-10-16,CUST711,Electronics,3,500,1500,500.0,1,0
712,2023-12-06,CUST712,Beauty,2,25,50,25.0,0,0
713,2023-01-14,CUST713,Beauty,3,25,75,25.0,0,0
714,2023-02-12,CUST714,Clothing,1,500,500,500.0,0,0
715,2023-11-26,CUST715,Beauty,4,25,100,25.0,0,0
716,2023-08-08,CUST716,Clothing,4,300,1200,300.0,1,0
717,2023-03-11,CUST717,Clothing,1,500,500,500.0,0,0
718,2023-08-25,CUST718,Beauty,3,25,75,25.0,0,0
719,2023-04-04,CUST719,Clothing,2,30,60,30.0,0,0
720,2023-01-26,CUST720,Beauty,3,500,1500,500.0,1,0
721,2023-05-14,CUST721,Clothing,1,500,500,500.0,0,0
722,2023-07-14,CUST722,Beauty,3,300,900,300.0,0,0
723,2023-06-17,CUST723,Beauty,4,50,200,50.0,0,0
724,2023-04-19,CUST724,Clothing,3,50,150,50.0,0,0
725,2023-08-21,CUST725,Electronics,1,300,300,300.0,0,0
726,2023-06-17,CUST726,Clothing,4,300,1200,300.0,1,0
727,2023-06-22,CUST727,Beauty,3,300,900,300.0,0,0
728,2023-07-14,CUST728,Electronics,3,50,150,50.0,0,0
729,2023-05-23,CUST729,Clothing,4,300,1200,300.0,1,0
730,2023-08-04,CUST730,Clothing,2,25,50,25.0,0,0
731,2023-05-10,CUST731,Clothing,4,500,2000,500.0,1,0
732,2023-02-11,CUST732,Electronics,2,500,1000,500.0,0,0
733,2023-08-29,CUST733,Beauty,1,30,30,30.0,0,0
734,2023-01-10,CUST734,Clothing,1,30,30,30.0,0,0
735,2023-10-04,CUST735,Clothing,4,500,2000,500.0,1,0
736,2023-01-27,CUST736,Clothing,4,25,100,25.0,0,0
737,2023-06-29,CUST737,Clothing,1,50,50,50.0,0,0
738,2023-04-25,CUST738,Clothing,2,50,100,50.0,0,0
739,2023-11-29,CUST739,Beauty,1,25,25,25.0,0,0
740,2023-02-05,CUST740,Beauty,4,50,200,50.0,0,0
741,2023-11-30,CUST741,Clothing,1,300,300,300.0,0,0
742,2023-01-21,CUST742,Electronics,4,500,2000,500.0,1,0
743,2023-01-16,CUST743,Beauty,4,500,2000,500.0,1,0
744,2023-05-07,CUST744,Electronics,1,25,25,25.0,0,0
745,2023-04-13,CUST745,Beauty,2,50,100,50.0,0,0
746,2023-01-11,CUST746,Clothing,3,30,90,30.0,0,0
747,2023-11-15,CUST747,Beauty,1,30,30,30.0,0,0
748,2023-03-20,CUST748,Clothing,3,50,150,50.0,0,0
749,2023-05-03,CUST749,Beauty,1,30,30,30.0,0,0
750,2023-03-06,CUST750,Clothing,3,25,75,25.0,0,0
751,2023-08-31,CUST751,Clothing,2,25,50,25.0,0,0
752,2023-12-09,CUST752,Clothing,2,50,100,50.0,0,0
753,2023-02-28,CUST753,Clothing,1,30,30,30.0,0,0
754,2023-10-16,CUST754,Electronics,4,25,100,25.0,0,0
755,2023-04-22,CUST755,Clothing,3,25,75,25.0,0,0
756,2023-08-27,CUST756,Electronics,4,300,1200,300.0,1,0
757,2023-12-25,CUST757,Electronics,4,300,1200,300.0,1,0
758,2023-05-12,CUST758,Clothing,4,25,100,25.0,0,0
759,2023-07-08,CUST759,Electronics,2,50,100,50.0,0,0
760,2023-03-27,CUST760,Beauty,1,500,500,500.0,0,0
761,2023-11-07,CUST761,Clothing,1,500,500,500.0,0,0
762,2023-11-07,CUST762,Electronics,2,25,50,25.0,0,0
763,2023-02-28,CUST763,Clothing,2,25,50,25.0,0,0
764,2023-03-25,CUST764,Clothing,1,25,25,25.0,0,0
765,2023-06-09,CUST765,Clothing,4,50,200,50.0,0,0
766,2023-02-25,CUST766,Electronics,3,300,900,300.0,0,0
767,2023-10-24,CUST767,Beauty,3,25,75,25.0,0,0
768,2023-01-14,CUST768,Beauty,3,25,75,25.0,0,0
769,2023-06-09,CUST769,Electronics,4,30,120,30.0,0,0
770,2023-10-22,CUST770,Clothing,1,50,50,50.0,0,0
771,2023-12-13,CUST771,Electronics,2,25,50,25.0,0,0
772,2023-07-12,CUST772,Electronics,1,30,30,30.0,0,0
773,2023-07-23,CUST773,Electronics,4,500,2000,500.0,1,0
774,2023-04-12,CUST774,Clothing,2,25,50,25.0,0,0
775,2023-02-08,CUST775,Electronics,4,25,100,25.0,0,0
776,2023-10-31,CUST776,Clothing,3,30,90,30.0,0,0
777,2023-12-20,CUST777,Electronics,3,50,150,50.0,0,0
778,2023-11-18,CUST778,Beauty,4,25,100,25.0,0,0
779,2023-05-05,CUST779,Electronics,2,500,1000,500.0,0,0
780,2023-02-22,CUST780,Electronics,2,25,50,25.0,0,0
781,2023-12-23,CUST781,Beauty,1,500,500,500.0,0,0
782,2023-06-04,CUST782,Clothing,3,300,900,300.0,0,0
783,2023-12-17,CUST783,Clothing,1,300,300,300.0,0,0
784,2023-11-04,CUST784,Electronics,1,500,500,500.0,0,0
785,2023-03-03,CUST785,Beauty,4,50,200,50.0,0,0
786,2023-10-17,CUST786,Clothing,4,25,100,25.0,0,0
787,2023-01-22,CUST787,Electronics,1,25,25,25.0,0,0
788,2023-06-27,CUST788,Beauty,3,300,900,300.0,0,0
789,2023-09-30,CUST789,Clothing,4,500,2000,500.0,1,0
790,2023-08-08,CUST790,Clothing,1,25,25,25.0,0,0
791,2023-12-05,CUST791,Beauty,1,25,25,25.0,0,0
792,2023-07-09,CUST792,Beauty,1,50,50,50.0,0,0
793,2023-02-05,CUST793,Beauty,1,30,30,30.0,0,0
794,2023-09-17,CUST794,Beauty,1,300,300,300.0,0,0
795,2023-11-28,CUST795,Electronics,1,300,300,300.0,0,0
796,2023-06-24,CUST796,Beauty,4,30,120,30.0,0,0
797,2023-01-07,CUST797,Clothing,3,25,75,25.0,0,0
798,2023-08-04,CUST798,Clothing,1,50,50,50.0,0,0
799,2023-09-08,CUST799,Electronics,2,50,100,50.0,0,0
800,2023-02-24,CUST800,Clothing,4,300,1200,300.0,1,0
801,2023-08-10,CUST801,Clothing,4,50,200,50.0,0,0
802,2023-07-05,CUST802,Beauty,1,30,30,30.0,0,0
803,2023-11-22,CUST803,Clothing,4,25,100,25.0,0,0
804,2023-08-24,CUST804,Electronics,1,30,30,30.0,0,0
805,2023-12-29,CUST805,Beauty,3,500,1500,500.0,1,0
806,2023-03-20,CUST806,Beauty,3,300,900,300.0,0,0
807,2023-08-11,CUST807,Electronics,4,50,200,50.0,0,0
808,2023-04-01,CUST808,Beauty,4,500,2000,500.0,1,0
809,2023-09-25,CUST809,Beauty,2,50,100,50.0,0,0
810,2023-11-30,CUST810,Electronics,4,25,100,25.0,0,0
811,2023-05-19,CUST811,Beauty,2,25,50,25.0,0,0
812,2023-11-12,CUST812,Electronics,3,25,75,25.0,0,0
813,2023-10-03,CUST813,Electronics,3,50,150,50.0,0,0
814,2023-09-05,CUST814,Clothing,1,500,500,500.0,0,0
815,2023-08-27,CUST815,Clothing,3,25,75,25.0,0,0
816,2023-08-12,CUST816,Beauty,2,500,1000,500.0,0,0
817,2023-10-31,CUST817,Beauty,4,50,200,50.0,0,0
818,2023-05-18,CUST818,Electronics,1,500,500,500.0,0,0
819,2023-06-15,CUST819,Beauty,2,50,100,50.0,0,0
820,2023-05-06,CUST820,Electronics,4,50,200,50.0,0,0
821,2023-02-14,CUST821,Electronics,1,300,300,300.0,0,0
822,2023-05-23,CUST822,Beauty,3,50,150,50.0,0,0
823,2023-08-19,CUST823,Electronics,2,50,100,50.0,0,0
824,2023-05-05,CUST824,Clothing,4,30,120,30.0,0,0
825,2023-08-26,CUST825,Beauty,1,25,25,25.0,0,0
826,2023-10-19,CUST826,Clothing,1,300,300,300.0,0,0
827,2023-11-09,CUST827,Beauty,3,300,900,300.0,0,0
828,2023-12-09,CUST828,Electronics,4,300,1200,300.0,1,0
829,2023-07-14,CUST829,Beauty,3,30,90,30.0,0,0
830,2023-06-22,CUST830,Clothing,3,50,150,50.0,0,0
831,2023-01-15,CUST831,Electronics,4,25,100,25.0,0,0
832,2023-09-11,CUST832,Beauty,4,500,2000,500.0,1,0
833,2023-06-16,CUST833,Beauty,4,50,200,50.0,0,0
834,2023-04-04,CUST834,Beauty,2,30,60,30.0,0,0
835,2023-09-07,CUST835,Clothing,4,50,200,50.0,0,0
836,2023-04-19,CUST836,Clothing,1,50,50,50.0,0,0
